client_id,client_name,email,phone_number,address,type_id,status_id,registration_date
179,Chloe Green,chloe.green@example.com,(555) 901-9012,17709 Maplewood St,1,1,2020-05-16
180,Daniel Adams,daniel.adams@example.com,(555) 012-0123,17810 Pinewood St,2,1,2021-02-22
181,Emily Walker,emily.walker@example.com,(555) 123-1234,17911 Birchwood St,3,2,2020-08-06
182,Freddy Roberts,freddy.roberts@example.com,(555) 234-2345,18012 Oakwood St,1,1,2019-10-17
183,Gabe Green,gabe.green@example.com,(555) 345-3456,18113 Cedarwood St,2,1,2021-04-13
184,Harriet Brown,harriet.brown@example.com,(555) 456-4567,18214 Maplewood St,3,2,2020-02-06
185,Ida Wilson,ida.wilson@example.com,(555) 567-5678,18315 Pinewood St,1,1,2018-07-09
186,Jack Harris,jack.harris@example.com,(555) 678-6789,18416 Birchwood St,2,1,2020-10-12
187,Kimberly White,kimberly.white@example.com,(555) 789-7890,18517 Oakwood St,3,2,2019-04-27
188,Liam Taylor,liam.taylor@example.com,(555) 890-8901,18618 Cedarwood St,1,1,2021-06-10
189,Mia Thomas,mia.thomas@example.com,(555) 901-9012,18719 Maplewood St,2,1,2020-05-22
190,Nina Harris,nina.harris@example.com,(555) 012-0123,18820 Pinewood St,3,2,2019-03-31
191,Oscar Green,oscar.green@example.com,(555) 123-1234,18921 Birchwood St,1,1,2020-08-26
192,Patricia Brown,patricia.brown@example.com,(555) 234-2345,19022 Oakwood St,2,1,2021-07-06
193,Quincy Harris,quincy.harris@example.com,(555) 345-3456,19123 Cedarwood St,3,2,2020-12-13
194,Rachel Green,rachel.green@example.com,(555) 456-4567,19224 Maplewood St,1,1,2019-11-03
195,Stephen Adams,stephen.adams@example.com,(555) 567-5678,19325 Pinewood St,2,1,2021-03-15
196,Tracy White,tracy.white@example.com,(555) 678-6789,19426 Birchwood St,3,2,2020-06-29
197,Uma Green,uma.green@example.com,(555) 789-7890,19527 Oakwood St,1,1,2021-07-04
198,Victor Taylor,victor.taylor@example.com,(555) 890-8901,19628 Cedarwood St,2,1,2019-02-17
199,Willow Walker,willow.walker@example.com,(555) 901-9012,19729 Maplewood St,3,2,2020-10-23
200,Xander Harris,xander.harris@example.com,(555) 012-0123,19830 Pinewood St,1,1,2021-05-12
